# id:11--88--22 
0.48,-1.8457864833165
-0.02,0.10016613217693
0.14,-0.13676470088686
0.64,-4.047554768818
0.97,-11.470434401038
0.15,0.37635231120983
-0.95,-5.6379577545002
0.09,0.83000462212103
-0.37,0.16270647302107
-0.27,-0.45258118077109
0.18,-0.62903599909776
0.76,-6.1454958524519
0.72,-6.6174644753218
-0.23,-0.59512749245863
-0.42,-0.36752697614463
0.13,-1.1426611627882
0.68,-6.270827304795
0.75,-6.5960198705693
-0.78,-2.7109676178239
0.6,-4.8317404983979
0.62,-4.0912051305162
0.45,-2.7028190236015
-0.23,0.53169528088816
0.35,-2.3867970911752
-0.56,-0.99269652126044
0.56,-4.7211320364437
-0.42,-0.95949347783311
0.16,0.00065622438362944
0.71,-6.0454312199876
-0.38,-2.4235267567064
0.29,-0.97734910460366
-0.66,-2.3583762775593
0.88,-7.1463552662486
0.78,-6.3179784141249
0.48,-2.9700302614287
-0.72,-1.8755786747977
-0.89,-5.2702391569394
-0.23,0.50909291808986
-0.75,-2.1930188346791
-0.71,-2.8123577904767
-0.8,-5.0924913217437
-0.69,-2.1529852452379
0.17,-0.6743293461327
0.09,0.90186414473816
0.41,-1.9847429822509
0.17,-1.4385117739486
0.47,-4.3736460041548
0.67,-6.0774132488119
0.6,-3.9204448223421
0.44,-1.9420046889984
-0.19,0.68971281945962
-0.82,-6.4743301999011
0.44,-2.3732235891907
0.82,-6.1180323617379
0.08,-0.18996475925938
-0.62,-3.1569578699611
0.97,-8.8791745966521
-0.94,-4.6922455912889
-0.83,-2.66475388919
-0.99,-6.5622509861351
-0.13,-0.70157922778395
-0.72,-3.221795152738
-0.32,0.6002454260937
0.68,-4.2867412557954
0.4,-2.2209466824028
0.37,-2.5174563136394
-0.17,-0.1904424819206
0.14,0.74706354664188
-0.49,-0.62310068877999
0.96,-10.186250746159
0.07,-0.090922534638958
-0.13,-0.83918653514343
0.05,-0.03138770141424
-0.84,-3.5858024586812
-0.91,-3.4087699075098
-0.19,1.1900129359979
0.36,-2.3562626819547
0.3,-0.30098868135307
0.04,0.69245132034523
-0.67,-3.6049274612661
-0.92,-2.9589567444769
-0.36,-2.2757374922646
0.25,-1.5036119064923
0.18,-0.087102923221678
-0.26,0.82516972010604
0.35,-0.79663504553856
0.49,-1.7796520572745
-0.16,-0.411150697646
0.15,0.10962022362698
0.76,-5.7523613600758
0.18,-2.4625525095212
-0.8,-2.7686191681879
0.65,-5.0030452896224
-0.42,-0.19155817647366
-0.53,0.14980818245474
0.13,0.037395448189868
-0.4,-0.60874917570728
0.48,-2.7668028784361
0.55,-3.5354452031495
0.62,-4.6464667991179
0.8,-5.9214501426551
-0.91,-3.8749078596364
0.18,0.24699395413717
0.81,-6.6378282240752
0.94,-9.2341364267984
0.57,-3.0954727945755
-0.89,-6.1493019025212
0.65,-5.2252261880907
0.27,-1.6488719114537
-0.54,-0.48805287499287
0.13,-1.1261053803074
-0.7,-0.84020687578752
0.35,-2.2365187870259
0.6,-3.6994475137052
-0.56,-0.3682741376001
0.19,0.50248171316182
-0.83,-4.5997497114035
0.51,-3.1605364700633
-0.79,-4.4781158689782
0.68,-5.0227626088889
